#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
CP019649.1_4106      -          Terminase_6N         PF03237.22   4.1e-53  178.3   1.3   1.3e-52  176.7   1.3   1.9   1   0   0   1   1   1   1 # 4378675 # 4380450 # -1 # ID=1_4106;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.516
CP019649.1_632       -          TerL_ATPase          PF03354.22   9.4e-28   95.2   0.0   1.9e-27   94.2   0.0   1.5   1   0   0   1   1   1   1 # 694830 # 696563 # 1 # ID=1_632;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.516
CP019649.1_3066      -          TerL_ATPase          PF03354.22   1.5e-26   91.3   0.0   2.6e-26   90.5   0.0   1.4   1   0   0   1   1   1   1 # 3263491 # 3265224 # -1 # ID=1_3066;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.539
CP019649.1_1         -          GpA_ATPase           PF05876.19     2e-54  182.9   0.0   2.9e-54  182.4   0.0   1.2   1   0   0   1   1   1   1 # 1 # 1932 # 1 # ID=1_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.513
CP019649.1_1598      -          GpA_ATPase           PF05876.19   2.1e-37  127.2   0.0   2.8e-37  126.8   0.0   1.1   1   0   0   1   1   1   1 # 1669266 # 1670126 # -1 # ID=1_1598;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.510
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /Volumes/Extreme_SSD/CRISPR_spacer_analyses/r_PAManalysis/pa_dereplicated_phages/../terLanalysis/hmm_profiles_terL/terl_combined.hmm
# Target file:     /Volumes/Extreme_SSD/CRISPR_spacer_analyses/r_PAManalysis/pa_dereplicated_phages/defensefinder_results/CP019649.1/CP019649.1_reoriented.prt
# Option settings: hmmsearch --tblout /Volumes/Extreme_SSD/CRISPR_spacer_analyses/r_PAManalysis/pa_dereplicated_phages/terl_hmmsearch_results_oriented/CP019649.1_terl_hits.tsv -E 1e-5 --cpu 1 /Volumes/Extreme_SSD/CRISPR_spacer_analyses/r_PAManalysis/pa_dereplicated_phages/../terLanalysis/hmm_profiles_terL/terl_combined.hmm /Volumes/Extreme_SSD/CRISPR_spacer_analyses/r_PAManalysis/pa_dereplicated_phages/defensefinder_results/CP019649.1/CP019649.1_reoriented.prt 
# Current dir:     /Volumes/Extreme_SSD/CRISPR_spacer_analyses/r_PAManalysis/pa_dereplicated_phages
# Date:            Fri Mar 27 15:59:29 2026
# [ok]
